iso3c,country,region,year,indicator_id,value,indicator,indicator_desc,source_org
LSO,Lesotho,SADC,2015,SH.TBS.INCD,780,"Incidence of tuberculosis (per 100,000 people)","Incidence of tuberculosis is the estimated number of new and relapse tuberculosis cases arising in a given year, expressed as the rate per 100,000 population. All forms of TB are included, including cases in people living with HIV. Estimates for all years are recalculated as new information becomes available and techniques are refined, so they may differ from those published previously.","World Health Organization, Global Tuberculosis Report."
LSO,Lesotho,SADC,2015,SH.TBS.MORT,52,"Tuberculosis death rate (per 100,000 people)","Tuberculosis death rate is the estimated number of deaths from tuberculosis among HIV-negative people, expressed as the rate per 100,000 population. Estimates for all years are recalculated as new information becomes available and techniques are refined, so they may differ from those published previously.","World Health Organization, Global Tuberculosis Report."
LSO,Lesotho,SADC,2015,SH.UHC.SRVS.CV.XD,46,UHC service coverage index,"Coverage index for essential health services (based on tracer interventions that include reproductive, maternal, newborn and child health, infectious diseases, noncommunicable diseases and service capacity and access). It is presented on a scale of 0 to 100.","World Health Organization, Global Health Observatory Data Repository (https://www.who.int/data/gho)."
LSO,Lesotho,SADC,2015,SH.XPD.EHEX.CH.ZS,24.27904701,External health expenditure (% of current health expenditure),Share of current health expenditures funded from external sources. External sources compose of direct foreign transfers and foreign transfers distributed by government encompassing all financial inflows into the national health system from outside the country. External sources either flow through the government scheme or are channeled through non-governmental organizations or other schemes.,"World Health Organization Global Health Expenditure database (http://apps.who.int/nha/database). The data was retrieved on January 30, 2022."
LSO,Lesotho,SADC,2015,SH.XPD.GHED.GE.ZS,10.28697872,Domestic general government health expenditure (% of general government expenditure),Public expenditure on health from domestic sources as a share of total public expenditure.  It indicates the priority of the government to spend on health from own domestic public resources.,"World Health Organization Global Health Expenditure database (http://apps.who.int/nha/database). The data was retrieved on January 30, 2022."
LSO,Lesotho,SADC,2015,SP.DYN.LE00.FE.IN,53.86,"Life expectancy at birth, female (years)",Life expectancy at birth indicates the number of years a newborn infant would live if prevailing patterns of mortality at the time of its birth were to stay the same throughout its life.,"(1) United Nations Population Division. World Population Prospects: 2022 Revision. (2) Census reports and other statistical publications from national statistical offices, (3) Eurostat: Demographic Statistics, (4) United Nations Statistical Division. Population and Vital Statistics Reprot (various years), (5) U.S. Census Bureau: International Database, and (6) Secretariat of the Pacific Community: Statistics and Demography Programme."
LSO,Lesotho,SADC,2015,SP.DYN.LE00.MA.IN,48.48,"Life expectancy at birth, male (years)",Life expectancy at birth indicates the number of years a newborn infant would live if prevailing patterns of mortality at the time of its birth were to stay the same throughout its life.,"(1) United Nations Population Division. World Population Prospects: 2022 Revision. (2) Census reports and other statistical publications from national statistical offices, (3) Eurostat: Demographic Statistics, (4) United Nations Statistical Division. Population and Vital Statistics Reprot (various years), (5) U.S. Census Bureau: International Database, and (6) Secretariat of the Pacific Community: Statistics and Demography Programme."
LSO,Lesotho,SADC,2016,SH.IMM.IBCG,96,"Immunization, BCG (% of one-year-old children)","Child immunization rate, BCG is the percentage of children ages 12-23 months who received vaccinations before 12 months or at any time before the survey for BCG. A child is considered adequately immunized after one dose.",WHO and UNICEF (http://www.who.int/immunization/monitoring_surveillance/en/).
LSO,Lesotho,SADC,2016,SH.TBS.CURE.ZS,77,Tuberculosis treatment success rate (% of new cases),"Tuberculosis treatment success rate is the percentage of all new tuberculosis cases (or new and relapse cases for some countries) registered under a national tuberculosis control programme in a given year that successfully completed treatment, with or without bacteriological evidence of success (""cured"" and ""treatment completed"" respectively).","World Health Organization, Global Tuberculosis Report."
LSO,Lesotho,SADC,2016,SH.TBS.DTEC.ZS,48,"Tuberculosis case detection rate (%, all forms)","Tuberculosis case detection rate (all forms) is the number of new and relapse tuberculosis cases notified to WHO in a given year, divided by WHO's estimate of the number of incident tuberculosis cases for the same year, expressed as a percentage. Estimates for all years are recalculated as new information becomes available and techniques are refined, so they may differ from those published previously.","World Health Organization, Global Tuberculosis Report."
LSO,Lesotho,SADC,2016,SH.TBS.INCD,721,"Incidence of tuberculosis (per 100,000 people)","Incidence of tuberculosis is the estimated number of new and relapse tuberculosis cases arising in a given year, expressed as the rate per 100,000 population. All forms of TB are included, including cases in people living with HIV. Estimates for all years are recalculated as new information becomes available and techniques are refined, so they may differ from those published previously.","World Health Organization, Global Tuberculosis Report."
LSO,Lesotho,SADC,2016,SH.TBS.MORT,47,"Tuberculosis death rate (per 100,000 people)","Tuberculosis death rate is the estimated number of deaths from tuberculosis among HIV-negative people, expressed as the rate per 100,000 population. Estimates for all years are recalculated as new information becomes available and techniques are refined, so they may differ from those published previously.","World Health Organization, Global Tuberculosis Report."
LSO,Lesotho,SADC,2016,SH.XPD.EHEX.CH.ZS,24.37072754,External health expenditure (% of current health expenditure),Share of current health expenditures funded from external sources. External sources compose of direct foreign transfers and foreign transfers distributed by government encompassing all financial inflows into the national health system from outside the country. External sources either flow through the government scheme or are channeled through non-governmental organizations or other schemes.,"World Health Organization Global Health Expenditure database (http://apps.who.int/nha/database). The data was retrieved on January 30, 2022."
LSO,Lesotho,SADC,2016,SH.XPD.GHED.GE.ZS,9.43879604,Domestic general government health expenditure (% of general government expenditure),Public expenditure on health from domestic sources as a share of total public expenditure.  It indicates the priority of the government to spend on health from own domestic public resources.,"World Health Organization Global Health Expenditure database (http://apps.who.int/nha/database). The data was retrieved on January 30, 2022."
LSO,Lesotho,SADC,2016,SP.DYN.LE00.FE.IN,55.096,"Life expectancy at birth, female (years)",Life expectancy at birth indicates the number of years a newborn infant would live if prevailing patterns of mortality at the time of its birth were to stay the same throughout its life.,"(1) United Nations Population Division. World Population Prospects: 2022 Revision. (2) Census reports and other statistical publications from national statistical offices, (3) Eurostat: Demographic Statistics, (4) United Nations Statistical Division. Population and Vital Statistics Reprot (various years), (5) U.S. Census Bureau: International Database, and (6) Secretariat of the Pacific Community: Statistics and Demography Programme."
LSO,Lesotho,SADC,2016,SP.DYN.LE00.MA.IN,49.564,"Life expectancy at birth, male (years)",Life expectancy at birth indicates the number of years a newborn infant would live if prevailing patterns of mortality at the time of its birth were to stay the same throughout its life.,"(1) United Nations Population Division. World Population Prospects: 2022 Revision. (2) Census reports and other statistical publications from national statistical offices, (3) Eurostat: Demographic Statistics, (4) United Nations Statistical Division. Population and Vital Statistics Reprot (various years), (5) U.S. Census Bureau: International Database, and (6) Secretariat of the Pacific Community: Statistics and Demography Programme."
LSO,Lesotho,SADC,2017,HD.HCI.OVRL,0.371,Human Capital Index (HCI) (scale 0-1),The HCI calculates the contributions of health and education to worker productivity. The final index score ranges from zero to one and measures the productivity as a future worker of child born today relative to the benchmark of full health and complete education.,World Bank staff calculations based on the methodology described in World Bank (2018). https://openknowledge.worldbank.org/handle/10986/30498
LSO,Lesotho,SADC,2017,SH.IMM.IBCG,96,"Immunization, BCG (% of one-year-old children)","Child immunization rate, BCG is the percentage of children ages 12-23 months who received vaccinations before 12 months or at any time before the survey for BCG. A child is considered adequately immunized after one dose.",WHO and UNICEF (http://www.who.int/immunization/monitoring_surveillance/en/).
LSO,Lesotho,SADC,2017,SH.TBS.CURE.ZS,76,Tuberculosis treatment success rate (% of new cases),"Tuberculosis treatment success rate is the percentage of all new tuberculosis cases (or new and relapse cases for some countries) registered under a national tuberculosis control programme in a given year that successfully completed treatment, with or without bacteriological evidence of success (""cured"" and ""treatment completed"" respectively).","World Health Organization, Global Tuberculosis Report."
LSO,Lesotho,SADC,2017,SH.TBS.DTEC.ZS,48,"Tuberculosis case detection rate (%, all forms)","Tuberculosis case detection rate (all forms) is the number of new and relapse tuberculosis cases notified to WHO in a given year, divided by WHO's estimate of the number of incident tuberculosis cases for the same year, expressed as a percentage. Estimates for all years are recalculated as new information becomes available and techniques are refined, so they may differ from those published previously.","World Health Organization, Global Tuberculosis Report."
LSO,Lesotho,SADC,2017,SH.TBS.INCD,681,"Incidence of tuberculosis (per 100,000 people)","Incidence of tuberculosis is the estimated number of new and relapse tuberculosis cases arising in a given year, expressed as the rate per 100,000 population. All forms of TB are included, including cases in people living with HIV. Estimates for all years are recalculated as new information becomes available and techniques are refined, so they may differ from those published previously.","World Health Organization, Global Tuberculosis Report."
LSO,Lesotho,SADC,2017,SH.TBS.MORT,46,"Tuberculosis death rate (per 100,000 people)","Tuberculosis death rate is the estimated number of deaths from tuberculosis among HIV-negative people, expressed as the rate per 100,000 population. Estimates for all years are recalculated as new information becomes available and techniques are refined, so they may differ from those published previously.","World Health Organization, Global Tuberculosis Report."
LSO,Lesotho,SADC,2017,SH.UHC.SRVS.CV.XD,48,UHC service coverage index,"Coverage index for essential health services (based on tracer interventions that include reproductive, maternal, newborn and child health, infectious diseases, noncommunicable diseases and service capacity and access). It is presented on a scale of 0 to 100.","World Health Organization, Global Health Observatory Data Repository (https://www.who.int/data/gho)."
LSO,Lesotho,SADC,2017,SH.XPD.EHEX.CH.ZS,28.85489845,External health expenditure (% of current health expenditure),Share of current health expenditures funded from external sources. External sources compose of direct foreign transfers and foreign transfers distributed by government encompassing all financial inflows into the national health system from outside the country. External sources either flow through the government scheme or are channeled through non-governmental organizations or other schemes.,"World Health Organization Global Health Expenditure database (http://apps.who.int/nha/database). The data was retrieved on January 30, 2022."
LSO,Lesotho,SADC,2017,SH.XPD.GHED.GE.ZS,10.75208378,Domestic general government health expenditure (% of general government expenditure),Public expenditure on health from domestic sources as a share of total public expenditure.  It indicates the priority of the government to spend on health from own domestic public resources.,"World Health Organization Global Health Expenditure database (http://apps.who.int/nha/database). The data was retrieved on January 30, 2022."
LSO,Lesotho,SADC,2017,SP.DYN.LE00.FE.IN,55.9,"Life expectancy at birth, female (years)",Life expectancy at birth indicates the number of years a newborn infant would live if prevailing patterns of mortality at the time of its birth were to stay the same throughout its life.,"(1) United Nations Population Division. World Population Prospects: 2022 Revision. (2) Census reports and other statistical publications from national statistical offices, (3) Eurostat: Demographic Statistics, (4) United Nations Statistical Division. Population and Vital Statistics Reprot (various years), (5) U.S. Census Bureau: International Database, and (6) Secretariat of the Pacific Community: Statistics and Demography Programme."
LSO,Lesotho,SADC,2017,SP.DYN.LE00.MA.IN,50.351,"Life expectancy at birth, male (years)",Life expectancy at birth indicates the number of years a newborn infant would live if prevailing patterns of mortality at the time of its birth were to stay the same throughout its life.,"(1) United Nations Population Division. World Population Prospects: 2022 Revision. (2) Census reports and other statistical publications from national statistical offices, (3) Eurostat: Demographic Statistics, (4) United Nations Statistical Division. Population and Vital Statistics Reprot (various years), (5) U.S. Census Bureau: International Database, and (6) Secretariat of the Pacific Community: Statistics and Demography Programme."
LSO,Lesotho,SADC,2018,HD.HCI.OVRL,0.398492515,Human Capital Index (HCI) (scale 0-1),The HCI calculates the contributions of health and education to worker productivity. The final index score ranges from zero to one and measures the productivity as a future worker of child born today relative to the benchmark of full health and complete education.,World Bank staff calculations based on the methodology described in World Bank (2018). https://openknowledge.worldbank.org/handle/10986/30498
LSO,Lesotho,SADC,2018,SH.IMM.IBCG,96,"Immunization, BCG (% of one-year-old children)","Child immunization rate, BCG is the percentage of children ages 12-23 months who received vaccinations before 12 months or at any time before the survey for BCG. A child is considered adequately immunized after one dose.",WHO and UNICEF (http://www.who.int/immunization/monitoring_surveillance/en/).
LSO,Lesotho,SADC,2018,SH.TBS.CURE.ZS,77,Tuberculosis treatment success rate (% of new cases),"Tuberculosis treatment success rate is the percentage of all new tuberculosis cases (or new and relapse cases for some countries) registered under a national tuberculosis control programme in a given year that successfully completed treatment, with or without bacteriological evidence of success (""cured"" and ""treatment completed"" respectively).","World Health Organization, Global Tuberculosis Report."
LSO,Lesotho,SADC,2018,SH.TBS.DTEC.ZS,49,"Tuberculosis case detection rate (%, all forms)","Tuberculosis case detection rate (all forms) is the number of new and relapse tuberculosis cases notified to WHO in a given year, divided by WHO's estimate of the number of incident tuberculosis cases for the same year, expressed as a percentage. Estimates for all years are recalculated as new information becomes available and techniques are refined, so they may differ from those published previously.","World Health Organization, Global Tuberculosis Report."
LSO,Lesotho,SADC,2018,SH.TBS.INCD,659,"Incidence of tuberculosis (per 100,000 people)","Incidence of tuberculosis is the estimated number of new and relapse tuberculosis cases arising in a given year, expressed as the rate per 100,000 population. All forms of TB are included, including cases in people living with HIV. Estimates for all years are recalculated as new information becomes available and techniques are refined, so they may differ from those published previously.","World Health Organization, Global Tuberculosis Report."
LSO,Lesotho,SADC,2018,SH.TBS.MORT,50,"Tuberculosis death rate (per 100,000 people)","Tuberculosis death rate is the estimated number of deaths from tuberculosis among HIV-negative people, expressed as the rate per 100,000 population. Estimates for all years are recalculated as new information becomes available and techniques are refined, so they may differ from those published previously.","World Health Organization, Global Tuberculosis Report."
LSO,Lesotho,SADC,2018,SH.XPD.EHEX.CH.ZS,38.29751968,External health expenditure (% of current health expenditure),Share of current health expenditures funded from external sources. External sources compose of direct foreign transfers and foreign transfers distributed by government encompassing all financial inflows into the national health system from outside the country. External sources either flow through the government scheme or are channeled through non-governmental organizations or other schemes.,"World Health Organization Global Health Expenditure database (http://apps.who.int/nha/database). The data was retrieved on January 30, 2022."
LSO,Lesotho,SADC,2018,SH.XPD.GHED.GE.ZS,9.35873222,Domestic general government health expenditure (% of general government expenditure),Public expenditure on health from domestic sources as a share of total public expenditure.  It indicates the priority of the government to spend on health from own domestic public resources.,"World Health Organization Global Health Expenditure database (http://apps.who.int/nha/database). The data was retrieved on January 30, 2022."
LSO,Lesotho,SADC,2018,SP.DYN.LE00.FE.IN,56.591,"Life expectancy at birth, female (years)",Life expectancy at birth indicates the number of years a newborn infant would live if prevailing patterns of mortality at the time of its birth were to stay the same throughout its life.,"(1) United Nations Population Division. World Population Prospects: 2022 Revision. (2) Census reports and other statistical publications from national statistical offices, (3) Eurostat: Demographic Statistics, (4) United Nations Statistical Division. Population and Vital Statistics Reprot (various years), (5) U.S. Census Bureau: International Database, and (6) Secretariat of the Pacific Community: Statistics and Demography Programme."
LSO,Lesotho,SADC,2018,SP.DYN.LE00.MA.IN,50.992,"Life expectancy at birth, male (years)",Life expectancy at birth indicates the number of years a newborn infant would live if prevailing patterns of mortality at the time of its birth were to stay the same throughout its life.,"(1) United Nations Population Division. World Population Prospects: 2022 Revision. (2) Census reports and other statistical publications from national statistical offices, (3) Eurostat: Demographic Statistics, (4) United Nations Statistical Division. Population and Vital Statistics Reprot (various years), (5) U.S. Census Bureau: International Database, and (6) Secretariat of the Pacific Community: Statistics and Demography Programme."
LSO,Lesotho,SADC,2019,SH.IMM.IBCG,96,"Immunization, BCG (% of one-year-old children)","Child immunization rate, BCG is the percentage of children ages 12-23 months who received vaccinations before 12 months or at any time before the survey for BCG. A child is considered adequately immunized after one dose.",WHO and UNICEF (http://www.who.int/immunization/monitoring_surveillance/en/).
LSO,Lesotho,SADC,2019,SH.TBS.CURE.ZS,78,Tuberculosis treatment success rate (% of new cases),"Tuberculosis treatment success rate is the percentage of all new tuberculosis cases (or new and relapse cases for some countries) registered under a national tuberculosis control programme in a given year that successfully completed treatment, with or without bacteriological evidence of success (""cured"" and ""treatment completed"" respectively).","World Health Organization, Global Tuberculosis Report."
LSO,Lesotho,SADC,2019,SH.TBS.DTEC.ZS,49,"Tuberculosis case detection rate (%, all forms)","Tuberculosis case detection rate (all forms) is the number of new and relapse tuberculosis cases notified to WHO in a given year, divided by WHO's estimate of the number of incident tuberculosis cases for the same year, expressed as a percentage. Estimates for all years are recalculated as new information becomes available and techniques are refined, so they may differ from those published previously.","World Health Organization, Global Tuberculosis Report."
LSO,Lesotho,SADC,2019,SH.TBS.INCD,654,"Incidence of tuberculosis (per 100,000 people)","Incidence of tuberculosis is the estimated number of new and relapse tuberculosis cases arising in a given year, expressed as the rate per 100,000 population. All forms of TB are included, including cases in people living with HIV. Estimates for all years are recalculated as new information becomes available and techniques are refined, so they may differ from those published previously.","World Health Organization, Global Tuberculosis Report."
LSO,Lesotho,SADC,2019,SH.TBS.MORT,57,"Tuberculosis death rate (per 100,000 people)","Tuberculosis death rate is the estimated number of deaths from tuberculosis among HIV-negative people, expressed as the rate per 100,000 population. Estimates for all years are recalculated as new information becomes available and techniques are refined, so they may differ from those published previously.","World Health Organization, Global Tuberculosis Report."
LSO,Lesotho,SADC,2019,SH.UHC.SRVS.CV.XD,48,UHC service coverage index,"Coverage index for essential health services (based on tracer interventions that include reproductive, maternal, newborn and child health, infectious diseases, noncommunicable diseases and service capacity and access). It is presented on a scale of 0 to 100.","World Health Organization, Global Health Observatory Data Repository (https://www.who.int/data/gho)."
LSO,Lesotho,SADC,2019,SH.XPD.EHEX.CH.ZS,42.28506851,External health expenditure (% of current health expenditure),Share of current health expenditures funded from external sources. External sources compose of direct foreign transfers and foreign transfers distributed by government encompassing all financial inflows into the national health system from outside the country. External sources either flow through the government scheme or are channeled through non-governmental organizations or other schemes.,"World Health Organization Global Health Expenditure database (http://apps.who.int/nha/database). The data was retrieved on January 30, 2022."
LSO,Lesotho,SADC,2019,SH.XPD.GHED.GE.ZS,8.75897217,Domestic general government health expenditure (% of general government expenditure),Public expenditure on health from domestic sources as a share of total public expenditure.  It indicates the priority of the government to spend on health from own domestic public resources.,"World Health Organization Global Health Expenditure database (http://apps.who.int/nha/database). The data was retrieved on January 30, 2022."
LSO,Lesotho,SADC,2019,SP.DYN.LE00.FE.IN,57.053,"Life expectancy at birth, female (years)",Life expectancy at birth indicates the number of years a newborn infant would live if prevailing patterns of mortality at the time of its birth were to stay the same throughout its life.,"(1) United Nations Population Division. World Population Prospects: 2022 Revision. (2) Census reports and other statistical publications from national statistical offices, (3) Eurostat: Demographic Statistics, (4) United Nations Statistical Division. Population and Vital Statistics Reprot (various years), (5) U.S. Census Bureau: International Database, and (6) Secretariat of the Pacific Community: Statistics and Demography Programme."
LSO,Lesotho,SADC,2019,SP.DYN.LE00.MA.IN,51.406,"Life expectancy at birth, male (years)",Life expectancy at birth indicates the number of years a newborn infant would live if prevailing patterns of mortality at the time of its birth were to stay the same throughout its life.,"(1) United Nations Population Division. World Population Prospects: 2022 Revision. (2) Census reports and other statistical publications from national statistical offices, (3) Eurostat: Demographic Statistics, (4) United Nations Statistical Division. Population and Vital Statistics Reprot (various years), (5) U.S. Census Bureau: International Database, and (6) Secretariat of the Pacific Community: Statistics and Demography Programme."
LSO,Lesotho,SADC,2020,HD.HCI.OVRL,0.400392592,Human Capital Index (HCI) (scale 0-1),The HCI calculates the contributions of health and education to worker productivity. The final index score ranges from zero to one and measures the productivity as a future worker of child born today relative to the benchmark of full health and complete education.,World Bank staff calculations based on the methodology described in World Bank (2018). https://openknowledge.worldbank.org/handle/10986/30498
LSO,Lesotho,SADC,2020,SH.IMM.IBCG,96,"Immunization, BCG (% of one-year-old children)","Child immunization rate, BCG is the percentage of children ages 12-23 months who received vaccinations before 12 months or at any time before the survey for BCG. A child is considered adequately immunized after one dose.",WHO and UNICEF (http://www.who.int/immunization/monitoring_surveillance/en/).
LSO,Lesotho,SADC,2020,SH.TBS.CURE.ZS,76,Tuberculosis treatment success rate (% of new cases),"Tuberculosis treatment success rate is the percentage of all new tuberculosis cases (or new and relapse cases for some countries) registered under a national tuberculosis control programme in a given year that successfully completed treatment, with or without bacteriological evidence of success (""cured"" and ""treatment completed"" respectively).","World Health Organization, Global Tuberculosis Report."
LSO,Lesotho,SADC,2020,SH.TBS.DTEC.ZS,34,"Tuberculosis case detection rate (%, all forms)","Tuberculosis case detection rate (all forms) is the number of new and relapse tuberculosis cases notified to WHO in a given year, divided by WHO's estimate of the number of incident tuberculosis cases for the same year, expressed as a percentage. Estimates for all years are recalculated as new information becomes available and techniques are refined, so they may differ from those published previously.","World Health Organization, Global Tuberculosis Report."
LSO,Lesotho,SADC,2020,SH.TBS.INCD,592,"Incidence of tuberculosis (per 100,000 people)","Incidence of tuberculosis is the estimated number of new and relapse tuberculosis cases arising in a given year, expressed as the rate per 100,000 population. All forms of TB are included, including cases in people living with HIV. Estimates for all years are recalculated as new information becomes available and techniques are refined, so they may differ from those published previously.","World Health Organization, Global Tuberculosis Report."
LSO,Lesotho,SADC,2020,SH.TBS.MORT,55,"Tuberculosis death rate (per 100,000 people)","Tuberculosis death rate is the estimated number of deaths from tuberculosis among HIV-negative people, expressed as the rate per 100,000 population. Estimates for all years are recalculated as new information becomes available and techniques are refined, so they may differ from those published previously.","World Health Organization, Global Tuberculosis Report."
LSO,Lesotho,SADC,2020,SP.DYN.LE00.FE.IN,57.537,"Life expectancy at birth, female (years)",Life expectancy at birth indicates the number of years a newborn infant would live if prevailing patterns of mortality at the time of its birth were to stay the same throughout its life.,"(1) United Nations Population Division. World Population Prospects: 2022 Revision. (2) Census reports and other statistical publications from national statistical offices, (3) Eurostat: Demographic Statistics, (4) United Nations Statistical Division. Population and Vital Statistics Reprot (various years), (5) U.S. Census Bureau: International Database, and (6) Secretariat of the Pacific Community: Statistics and Demography Programme."
LSO,Lesotho,SADC,2020,SP.DYN.LE00.MA.IN,51.962,"Life expectancy at birth, male (years)",Life expectancy at birth indicates the number of years a newborn infant would live if prevailing patterns of mortality at the time of its birth were to stay the same throughout its life.,"(1) United Nations Population Division. World Population Prospects: 2022 Revision. (2) Census reports and other statistical publications from national statistical offices, (3) Eurostat: Demographic Statistics, (4) United Nations Statistical Division. Population and Vital Statistics Reprot (various years), (5) U.S. Census Bureau: International Database, and (6) Secretariat of the Pacific Community: Statistics and Demography Programme."
LSO,Lesotho,SADC,2021,SH.IMM.IBCG,96,"Immunization, BCG (% of one-year-old children)","Child immunization rate, BCG is the percentage of children ages 12-23 months who received vaccinations before 12 months or at any time before the survey for BCG. A child is considered adequately immunized after one dose.",WHO and UNICEF (http://www.who.int/immunization/monitoring_surveillance/en/).
LSO,Lesotho,SADC,2021,SH.TBS.DTEC.ZS,32,"Tuberculosis case detection rate (%, all forms)","Tuberculosis case detection rate (all forms) is the number of new and relapse tuberculosis cases notified to WHO in a given year, divided by WHO's estimate of the number of incident tuberculosis cases for the same year, expressed as a percentage. Estimates for all years are recalculated as new information becomes available and techniques are refined, so they may differ from those published previously.","World Health Organization, Global Tuberculosis Report."
LSO,Lesotho,SADC,2021,SH.TBS.INCD,614,"Incidence of tuberculosis (per 100,000 people)","Incidence of tuberculosis is the estimated number of new and relapse tuberculosis cases arising in a given year, expressed as the rate per 100,000 population. All forms of TB are included, including cases in people living with HIV. Estimates for all years are recalculated as new information becomes available and techniques are refined, so they may differ from those published previously.","World Health Organization, Global Tuberculosis Report."
LSO,Lesotho,SADC,2021,SH.TBS.MORT,62,"Tuberculosis death rate (per 100,000 people)","Tuberculosis death rate is the estimated number of deaths from tuberculosis among HIV-negative people, expressed as the rate per 100,000 population. Estimates for all years are recalculated as new information becomes available and techniques are refined, so they may differ from those published previously.","World Health Organization, Global Tuberculosis Report."
MDG,Madagascar,SADC,2000,SH.IMM.IBCG,72,"Immunization, BCG (% of one-year-old children)","Child immunization rate, BCG is the percentage of children ages 12-23 months who received vaccinations before 12 months or at any time before the survey for BCG. A child is considered adequately immunized after one dose.",WHO and UNICEF (http://www.who.int/immunization/monitoring_surveillance/en/).
MDG,Madagascar,SADC,2000,SH.TBS.CURE.ZS,70,Tuberculosis treatment success rate (% of new cases),"Tuberculosis treatment success rate is the percentage of all new tuberculosis cases (or new and relapse cases for some countries) registered under a national tuberculosis control programme in a given year that successfully completed treatment, with or without bacteriological evidence of success (""cured"" and ""treatment completed"" respectively).","World Health Organization, Global Tuberculosis Report."
MDG,Madagascar,SADC,2000,SH.TBS.INCD,293,"Incidence of tuberculosis (per 100,000 people)","Incidence of tuberculosis is the estimated number of new and relapse tuberculosis cases arising in a given year, expressed as the rate per 100,000 population. All forms of TB are included, including cases in people living with HIV. Estimates for all years are recalculated as new information becomes available and techniques are refined, so they may differ from those published previously.","World Health Organization, Global Tuberculosis Report."
MDG,Madagascar,SADC,2000,SH.TBS.MORT,84,"Tuberculosis death rate (per 100,000 people)","Tuberculosis death rate is the estimated number of deaths from tuberculosis among HIV-negative people, expressed as the rate per 100,000 population. Estimates for all years are recalculated as new information becomes available and techniques are refined, so they may differ from those published previously.","World Health Organization, Global Tuberculosis Report."
MDG,Madagascar,SADC,2000,SH.UHC.SRVS.CV.XD,19,UHC service coverage index,"Coverage index for essential health services (based on tracer interventions that include reproductive, maternal, newborn and child health, infectious diseases, noncommunicable diseases and service capacity and access). It is presented on a scale of 0 to 100.","World Health Organization, Global Health Observatory Data Repository (https://www.who.int/data/gho)."
MDG,Madagascar,SADC,2000,SH.XPD.EHEX.CH.ZS,13.99303341,External health expenditure (% of current health expenditure),Share of current health expenditures funded from external sources. External sources compose of direct foreign transfers and foreign transfers distributed by government encompassing all financial inflows into the national health system from outside the country. External sources either flow through the government scheme or are channeled through non-governmental organizations or other schemes.,"World Health Organization Global Health Expenditure database (http://apps.who.int/nha/database). The data was retrieved on January 30, 2022."
MDG,Madagascar,SADC,2000,SH.XPD.GHED.GE.ZS,11.51958656,Domestic general government health expenditure (% of general government expenditure),Public expenditure on health from domestic sources as a share of total public expenditure.  It indicates the priority of the government to spend on health from own domestic public resources.,"World Health Organization Global Health Expenditure database (http://apps.who.int/nha/database). The data was retrieved on January 30, 2022."
MDG,Madagascar,SADC,2000,SP.DYN.LE00.FE.IN,58.919,"Life expectancy at birth, female (years)",Life expectancy at birth indicates the number of years a newborn infant would live if prevailing patterns of mortality at the time of its birth were to stay the same throughout its life.,"(1) United Nations Population Division. World Population Prospects: 2022 Revision. (2) Census reports and other statistical publications from national statistical offices, (3) Eurostat: Demographic Statistics, (4) United Nations Statistical Division. Population and Vital Statistics Reprot (various years), (5) U.S. Census Bureau: International Database, and (6) Secretariat of the Pacific Community: Statistics and Demography Programme."
MDG,Madagascar,SADC,2000,SP.DYN.LE00.MA.IN,56.984,"Life expectancy at birth, male (years)",Life expectancy at birth indicates the number of years a newborn infant would live if prevailing patterns of mortality at the time of its birth were to stay the same throughout its life.,"(1) United Nations Population Division. World Population Prospects: 2022 Revision. (2) Census reports and other statistical publications from national statistical offices, (3) Eurostat: Demographic Statistics, (4) United Nations Statistical Division. Population and Vital Statistics Reprot (various years), (5) U.S. Census Bureau: International Database, and (6) Secretariat of the Pacific Community: Statistics and Demography Programme."
MDG,Madagascar,SADC,2001,SH.IMM.IBCG,73,"Immunization, BCG (% of one-year-old children)","Child immunization rate, BCG is the percentage of children ages 12-23 months who received vaccinations before 12 months or at any time before the survey for BCG. A child is considered adequately immunized after one dose.",WHO and UNICEF (http://www.who.int/immunization/monitoring_surveillance/en/).
MDG,Madagascar,SADC,2001,SH.TBS.CURE.ZS,69,Tuberculosis treatment success rate (% of new cases),"Tuberculosis treatment success rate is the percentage of all new tuberculosis cases (or new and relapse cases for some countries) registered under a national tuberculosis control programme in a given year that successfully completed treatment, with or without bacteriological evidence of success (""cured"" and ""treatment completed"" respectively).","World Health Organization, Global Tuberculosis Report."
MDG,Madagascar,SADC,2001,SH.TBS.DTEC.ZS,34,"Tuberculosis case detection rate (%, all forms)","Tuberculosis case detection rate (all forms) is the number of new and relapse tuberculosis cases notified to WHO in a given year, divided by WHO's estimate of the number of incident tuberculosis cases for the same year, expressed as a percentage. Estimates for all years are recalculated as new information becomes available and techniques are refined, so they may differ from those published previously.","World Health Organization, Global Tuberculosis Report."
MDG,Madagascar,SADC,2001,SH.TBS.INCD,286,"Incidence of tuberculosis (per 100,000 people)","Incidence of tuberculosis is the estimated number of new and relapse tuberculosis cases arising in a given year, expressed as the rate per 100,000 population. All forms of TB are included, including cases in people living with HIV. Estimates for all years are recalculated as new information becomes available and techniques are refined, so they may differ from those published previously.","World Health Organization, Global Tuberculosis Report."
