"IndicatorCode","IndicatorName"
"SA_0000001416","Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)"
"SA_0000001416_ARCHIVED","Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)"
"SA_0000001417","Alcohol, patterns of drinking score"
"SA_0000001417_ARCHIVED","Alcohol, patterns of drinking score"
"SA_0000001418","Age-standardized DALYs, alcohol use disorders, per 100,000"
"SA_0000001419","Age-standardized DALYs, breast cancer, per 100,000"
"SA_0000001420","Age-standardized DALYs, colon and rectum cancers, per 100,000"
"SA_0000001421","Age-standardized DALYs, diabetes mellitus, per 100,000"
"SA_0000001422","Age-standardized DALYs, drownings, per 100,000"
"SA_0000001423","Age-standardized DALYs, falls, per 100,000"
"SA_0000001424","Age-standardized DALYs, fires, per 100,000"
"SA_0000001425","Age-standardized DALYs, ischaemic heart disease, per 100,000"
"SA_0000001426","Age-standardized DALYs, liver cancer, per 100,000"
"SA_0000001427","Age-standardized DALYs, liver cirrhosis, per 100,000"
"SA_0000001429","Age-standardized DALYs, mouth and oropharynx cancer, per 100,000"
"SA_0000001430","Age-standardized DALYs, oesophagus cancer, per 100,000"
"SA_0000001431","Age-standardized DALYs, poisoning, per 100,000"
"SA_0000001432","Age-standardized DALYs, prematurity and low birth rate, per 100,000"
"SA_0000001433","Age-standardized DALYs, road traffic accidents, per 100,000"
"SA_0000001434","Age-standardized DALYs, self-inflicted injury, per 100,000"
"SA_0000001435","Age-standardized DALYs, other unintentional injuries, per 100,000"
"SA_0000001436","Age-standardized DALYs, violence, per 100,000"
"SA_0000001437","Age-standardized death rates, alcohol use disorders, per 100,000"
"SA_0000001438","Age-standardized death rates, breast cancer, per 100,000"
"SA_0000001439","Age-standardized death rates, colon and rectum cancers, per 100,000"
"SA_0000001440","Age-standardized death rates, diabetes mellitus, per 100,000"
"SA_0000001441","Age-standardized death rates, drownings, per 100,000"
"SA_0000001442","Age-standardized death rates, falls, per 100,000"
"SA_0000001443","Age-standardized death rates, fires, per 100,000"
"SA_0000001444","Age-standardized death rates, ischaemic heart disease, per 100,000"
"SA_0000001445","Age-standardized death rates, liver cancer, per 100,000"
"SA_0000001446","Age-standardized death rates, liver cirrhosis, per 100,000"
"SA_0000001448","Age-standardized death rates, mouth and oropharynx cancer, per 100,000"
"SA_0000001449","Age-standardized death rates, oesophagus cancer, per 100,000"
"SA_0000001450","Age-standardized death rates, poisoning, per 100,000"
"SA_0000001451","Age-standardized death rates, prematurity and low birth rate, per 100,000"
"SA_0000001452","Age-standardized death rates, road traffic accidents, per 100,000"
"SA_0000001453","Age-standardized death rates, self-inflicted injury, per 100,000"
"SA_0000001454","Age-standardized death rates, other unintentional injuries, per 100,000"
"SA_0000001455","Age-standardized death rates, violence, per 100,000"
"SA_0000001456","Age-standardized death rates (15+ years), alcoholic liver disease, per 100,000"
"SA_0000001457","Liver cirrhosis, age-standardized death rates (15+), per 100,000 population"
"SA_0000001457_ARCHIVED","Liver cirrhosis, age-standardized death rates (15+), per 100,000 population"
"SA_0000001458","Age-standardized death rates (15+ years), poisoning, per 100,000"
"SA_0000001459","Road traffic crash deaths, age-standardized death rates (15+), per 100,000 population"
"SA_0000001459_ARCHIVED","Road traffic crash deaths, age-standardized death rates (15+), per 100,000 population"
"SA_0000001460","Age-standardized death rates (15+ years), violence, per 100,000"
"SA_0000001461","Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI"
"SA_0000001461_ARCHIVED","Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI"
"SA_0000001462","Alcohol use disorders (15+), 12 month prevalence (%) with 95%"
"SA_0000001462_ARCHIVED","Alcohol use disorders (15+), 12 month prevalence (%) with 95%"
"SA_0000001463","Alcoholic psychosis, incidence, per 100,000"
"SA_0000001463_ARCHIVED","Alcoholic psychosis, incidence, per 100,000"
"SA_0000001464","Cautions and arrests for drink-driving, per 100,000 population"
"SA_0000001464_ARCHIVED","Cautions and arrests for drink-driving, per 100,000 population"
"SA_0000001465","Hospital discharges, alcohol-related injuries and poisoning, per 100,000"
"SA_0000001466","Hospital discharges, alcoholic liver disease, per 100,000"
"SA_0000001467","Perceived trend in alcohol-related harm and consequences"
"SA_0000001468","Treatment admissions (inpatient), alcohol dependence, per 100,000"
"SA_0000001469","Treatment admissions (inpatient), alcoholic psychosis, per 100,000"
"SA_0000001470","Alcohol-related road traffic crashes, per 100,000 population"
"SA_0000001470_ARCHIVED","Alcohol-related road traffic crashes, per 100,000 population"
"SA_0000001471","Alcohol-related road traffic crashes (% of all traffic crashes)"
"SA_0000001471_ARCHIVED","Alcohol-related road traffic crashes (% of all traffic crashes)"
"SA_0000001472","Alcohol-related injury mortality, per 1,000"
"SA_0000001473","Alcohol-related disease mortality, per 100,000 (15+ years)"
"SA_0000001474","Alcoholic excise tax revenue as a per cent of government revenue"
"SA_0000001474_ARCHIVED","Alcoholic excise tax revenue as a per cent of government revenue"
"SA_0000001475","Annual revenues from alcohol excise tax in millions US$"
"SA_0000001475_ARCHIVED","Annual revenues from alcohol excise tax in millions US$"
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure"
"SA_0000001476_ARCHIVED","Alcohol expenditure as a per cent of total household expenditure"
"SA_0000001477","Social costs of alcohol use in millions US$"
"SA_0000001477_ARCHIVED","Social costs of alcohol use in millions US$"
"SA_0000001502","Adopted written national policy on alcohol"
"SA_0000001502_ARCHIVED","Adopted written national policy on alcohol"
"SA_0000001503","Alcoholic beverage legally defined"
"SA_0000001504","Alcohol use is banned"
"SA_0000001504_ARCHIVED","Alcohol use is banned"
"SA_0000001506","National legislation to prevent illegal alcohol"
"SA_0000001506_ARCHIVED","National legislation to prevent illegal alcohol"
"SA_0000001507","Advertising restrictions on national television"
"SA_0000001507_ARCHIVED","Advertising restrictions on national television"
"SA_0000001508","Advertising restrictions on cable television"
"SA_0000001508_ARCHIVED","Advertising restrictions on cable television"
"SA_0000001509","Advertising restrictions on national radio"
"SA_0000001509_ARCHIVED","Advertising restrictions on national radio"
"SA_0000001510","Advertising restrictions on local radio"
"SA_0000001510_ARCHIVED","Advertising restrictions on local radio"
"SA_0000001511","Advertising restrictions in print media"
"SA_0000001511_ARCHIVED","Advertising restrictions in print media"
"SA_0000001512","Advertising restrictions at cinemas"
"SA_0000001512_ARCHIVED","Advertising restrictions at cinemas"
"SA_0000001513","Advertising restrictions on billboards"
"SA_0000001513_ARCHIVED","Advertising restrictions on billboards"
"SA_0000001514","Advertising restrictions at point-of-sale"
"SA_0000001514_ARCHIVED","Advertising restrictions at point-of-sale"
"SA_0000001515","Advertising restrictions on the internet"
"SA_0000001515_ARCHIVED","Advertising restrictions on the internet"
"SA_0000001516","Restrictions on product placement on national television"
"SA_0000001516_ARCHIVED","Restrictions on product placement on national television"
"SA_0000001517","Restrictions on product placement on cable television"
"SA_0000001517_ARCHIVED","Restrictions on product placement on cable television"
"SA_0000001518","Age limits on-premise service"
"SA_0000001518_ARCHIVED","Age limits on-premise service"
"SA_0000001519","Minimum legal drinking age"
"SA_0000001520","Legal blood alcohol concentration (BAC) limits"
"SA_0000001521","Random breath testing (RBT) use"
"SA_0000001521_ARCHIVED","Random breath testing (RBT) use"
"SA_0000001523","Prices for alcoholic beverages (average, US$)"
"SA_0000001523_ARCHIVED","Prices for alcoholic beverages (average, US$)"
"SA_0000001525","Off-premise sales restrictions on days"
"SA_0000001525_ARCHIVED","Off-premise sales restrictions on days"
"SA_0000001526","Off-premise sales restrictions on hours"
"SA_0000001526_ARCHIVED","Off-premise sales restrictions on hours"
"SA_0000001527","Off-premise sales restrictions on places"
"SA_0000001527_ARCHIVED","Off-premise sales restrictions on places"
"SA_0000001528","Off-premise sales restrictions on outlet density"
"SA_0000001528_ARCHIVED","Off-premise sales restrictions on outlet density"
"SA_0000001529","Off-premise sales restrictions at specific events"
"SA_0000001529_ARCHIVED","Off-premise sales restrictions at specific events"
"SA_0000001530","Off-premise sales restrictions at petrol stations"
"SA_0000001530_ARCHIVED","Off-premise sales restrictions at petrol stations"
"SA_0000001531","On-premise sales restrictions on days"
"SA_0000001531_ARCHIVED","On-premise sales restrictions on days"
"SA_0000001532","On-premise sales restrictions on hours"
"SA_0000001532_ARCHIVED","On-premise sales restrictions on hours"
"SA_0000001533","On-premise sales restrictions on places"
"SA_0000001533_ARCHIVED","On-premise sales restrictions on places"
"SA_0000001534","On-premise sales restrictions on outlet density"
"SA_0000001534_ARCHIVED","On-premise sales restrictions on outlet density"
"SA_0000001535","On-premise sales restrictions at specific events"
"SA_0000001535_ARCHIVED","On-premise sales restrictions at specific events"
"SA_0000001536","On-premise sales restrictions to intoxicated persons"
"SA_0000001536_ARCHIVED","On-premise sales restrictions to intoxicated persons"
"SA_0000001537","Restrictions on sponsorship of sporting events"
"SA_0000001537_ARCHIVED","Restrictions on sponsorship of sporting events"
"SA_0000001538","Restrictions on sponsorship of youth events"
"SA_0000001538_ARCHIVED","Restrictions on sponsorship of youth events"
"SA_0000001539","Restrictions on sales promotion from producers (parties, events)"
"SA_0000001539_ARCHIVED","Restrictions on sales promotion from producers (parties, events)"
"SA_0000001540","Restrictions on sales promotion from retailers (sales below cost)"
"SA_0000001540_ARCHIVED","Restrictions on sales promotion from retailers (sales below cost)"
"SA_0000001541","Restrictions on sales promotion from owners of pubs and bars (alcohol for free)"
"SA_0000001541_ARCHIVED","Restrictions on sales promotion from owners of pubs and bars (alcohol for free)"
"SA_0000001542","Government monopoly on production"
"SA_0000001542_ARCHIVED","Government monopoly on production"
"SA_0000001543","Government monopoly on retail sales"
"SA_0000001543_ARCHIVED","Government monopoly on retail sales"
"SA_0000001544","Licence required for production"
"SA_0000001544_ARCHIVED","Licence required for production"
"SA_0000001545","Licence required for retail sales"
"SA_0000001545_ARCHIVED","Licence required for retail sales"
"SA_0000001546","Excise tax as a per cent of the retail price of alcoholic beverages"
"SA_0000001546_ARCHIVED","Excise tax as a per cent of the retail price of alcoholic beverages"
"SA_0000001547","Excise duty (average) per hectolitre in Euros"
"SA_0000001547_ARCHIVED","Excise duty (average) per hectolitre in Euros"
"SA_0000001548","Excise tax as a per cent of the total retail price for 1 litre of pure alcohol"
"SA_0000001548_ARCHIVED","Excise tax as a per cent of the total retail price for 1 litre of pure alcohol"
"SA_0000001549","Duty paid or excise stamp on alcohol container"
"SA_0000001549_ARCHIVED","Duty paid or excise stamp on alcohol container"
"SA_0000001550","Excise tax on alcoholic beverages"
"SA_0000001550_ARCHIVED","Excise tax on alcoholic beverages"
"SA_0000001551","Value-added tax (VAT) on alcohol (%)"
"SA_0000001551_ARCHIVED","Value-added tax (VAT) on alcohol (%)"
"SA_0000001553","Restrictions on alcohol use in public places"
"SA_0000001553_ARCHIVED","Restrictions on alcohol use in public places"
"SA_0000001554","Health warning labels on alcohol advertising"
"SA_0000001554_ARCHIVED","Health warning labels on alcohol advertising"
"SA_0000001555","Health warning labels on alcohol containers"
"SA_0000001555_ARCHIVED","Health warning labels on alcohol containers"
"SA_0000001647","Awareness activities"
"SA_0000001647_ARCHIVED","Awareness activities"
"SA_0000001648","Information, education, prevention"
"SA_0000001649","National drinking guidelines"
"SA_0000001650","Standard drink measures, in grams per unit"
"SA_0000001650_ARCHIVED","Standard drink measures, in grams per unit"
"SA_0000001651","Monitoring"
"SA_0000001652","Interventions, projects, training"
"SA_0000001653","Treatment, services"
"SA_0000001654","Surveys, research"
"SA_0000001655","Counselling"
"SA_0000001676","Production in 1000s hectolitres"
"SA_0000001677","Imports in 1000s hectolitres"
"SA_0000001678","Sales of beer in 1000s hectolitres"
"SA_0000001679","Exports of beer (barley) in 1000s hectolitres"
"SA_0000001680","Perceived trend in production"
"SA_0000001681","Perceived trend in imports"
"SA_0000001682","Perceived trend in sales"
"SA_0000001683","Perceived trend in exports"
"SA_0000001684","Sales of wine in 1000s hectolitres"
"SA_0000001685","Sales of spirits in 1000s hectolitres"
"SA_0000001686","Exports of wine (grape) in 1000s hectolitres"
"SA_0000001687","Exports of spirits in 1000s hectolitres"
"SA_0000001688","Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)"
"SA_0000001688_ARCHIVED","Total (recorded+unrecorded) alcohol per capita (15+) consumption"
"SA_0000001689","Age-standardized DALYs, cerebrovascular disease, per 100,000"
"SA_0000001690","Age-standardized death rates, cerebrovascular disease, per 100,000"
"SA_0000001691","Central coordinating entity for alcohol policy implementation"
"SA_0000001691_ARCHIVED","Central coordinating entity for alcohol policy implementation"
"SA_0000001692","Framework of national alcohol policy"
"SA_0000001692_ARCHIVED","Framework of national alcohol policy"
"SA_0000001693","Level of adoption of national alcohol policy"
"SA_0000001693_ARCHIVED","Level of adoption of national alcohol policy"
"SA_0000001694","Sectors represented in national alcohol policy"
"SA_0000001694_ARCHIVED","Sectors represented in national alcohol policy"
"SA_0000001695","Cautions and arrests for public drunkenness, per 100,000 population"
"SA_0000001695_ARCHIVED","Cautions and arrests for public drunkenness, per 100,000 population"
"SA_0000001696","Alcohol-related road traffic crashes with fatalities (% of all road traffic crashes with fatalities)"
"SA_0000001696_ARCHIVED","Alcohol-related road traffic crashes with fatalities (% of all road traffic crashes with fatalities)"
"SA_0000001697","Adopted written national policy on alcohol, year adopted"
"SA_0000001698","Adopted written national policy on alcohol, year revised"
"SA_0000001699","Age limits off-premise sales"
"SA_0000001699_ARCHIVED","Age limits off-premise sales"
"SA_0000001700","Consumer information on alcohol and health at points of sale"
"SA_0000001701","Educational programmes involving target groups in school curriculum"
"SA_0000001702","Brief interventions as health promotion/disease prevention"
"SA_0000001703","Server training on a regular basis"
"SA_0000001704","Data collection on alcohol-related health indicators"
"SA_0000001705","System for monitoring alcohol-related harm"
"SA_0000001706","National treatment policy for alcohol use disorders"
"SA_0000001707","Persons with alcohol use disorders receiving treatment (%)"
"SA_0000001708","Designation of alcohol tax revenues to health services"
"SA_0000001709","National surveys on drink-driving"
"SA_0000001710","Public-funded alcohol research/monitoring programmes"
"SA_0000001711","Public funds designated for alcohol research/monitoring programmes, in Euros"
"SA_0000001712","Community-based interventions/projects involving stakeholders"
"SA_0000001713","Interventions/projects actively involving young people and civil society"
"SA_0000001714","Training in screening and brief interventions for alcohol problems"
"SA_0000001715","Counselling to children in families with alcohol problems"
"SA_0000001716","Counselling to pregnant women with alcohol problems"
"SA_0000001717","Prevention/counselling at workplaces for those with alcohol problems"
"SA_0000001719","Advertising restrictions on social media"
"SA_0000001719_ARCHIVED","Advertising restrictions on social media"
"SA_0000001720","Restrictions on product placement in films/movies"
"SA_0000001720_ARCHIVED","Restrictions on product placement in films/movies"
"SA_0000001721","Importance of measures for enhancing compliance with age limits"
"SA_0000001721_ARCHIVED","Importance of measures for enhancing compliance with age limits"
"SA_0000001722","Government support for community action"
"SA_0000001722_ARCHIVED","Government support for community action"
"SA_0000001723","Community-based interventions involving stakeholders"
"SA_0000001723_ARCHIVED","Community-based interventions involving stakeholders"
"SA_0000001724","National guidelines for implementing effective community-based interventions"
"SA_0000001724_ARCHIVED","National guidelines for implementing effective community-based interventions"
"SA_0000001725","National alcohol policy specifically involves young people activities"
"SA_0000001725_ARCHIVED","National alcohol policy specifically involves young people activities"
"SA_0000001726","Penalties for drink driving"
"SA_0000001726_ARCHIVED","Penalties for drink driving"
"SA_0000001727","Sobriety checkpoints"
"SA_0000001727_ARCHIVED","Sobriety checkpoints"
"SA_0000001728","Detection of marketing infringements"
"SA_0000001728_ARCHIVED","Detection of marketing infringements"
"SA_0000001729","Penalties for marketing infringements"
"SA_0000001730","Price measures"
"SA_0000001730_ARCHIVED","Price measures"
"SA_0000001731","Level of taxation adjusted for inflation"
"SA_0000001731_ARCHIVED","Level of taxation adjusted for inflation"
"SA_0000001732","New types of alcoholic beverages emerging"
"SA_0000001732_ARCHIVED","New types of alcoholic beverages emerging"
"SA_0000001733","Consumer information about calories, additives, etc on containers"
"SA_0000001733_ARCHIVED","Consumer information about calories, additives, etc on containers"
"SA_0000001734","Number of standard alcoholic drinks displayed on containers"
"SA_0000001734_ARCHIVED","Number of standard alcoholic drinks displayed on containers"
"SA_0000001735","Alcohol content displayed on containers"
"SA_0000001735_ARCHIVED","Alcohol content displayed on containers"
"SA_0000001736","Action Plan for implementation of alcohol policy"
"SA_0000001736_ARCHIVED","Action Plan for implementation of alcohol policy"
"SA_0000001737","Alcohol, regional per capita (15+) consumption (in litres of pure alcohol)"
"SA_0000001737_ARCHIVED","Alcohol, regional per capita (15+) consumption (in litres of pure alcohol)"
"SA_0000001739","Alcohol, heavy episodic drinking (15+) past 30 days (%), age-standardized with 95%CI"
"SA_0000001739_ARCHIVED","Alcohol, heavy episodic drinking (15+) past 30 days (%), age-standardized with 95%CI"
"SA_0000001740","Alcohol-attributable Years of Life Lost (YLL) score"
"SA_0000001741","Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)"
"SA_0000001741_ARCHIVED","Alcohol-attributable fractions (15+), liver cirrhosis deaths (%)"
"SA_0000001742","Alcohol-attributable fractions (15+), road traffic crash deaths (%)"
"SA_0000001742_ARCHIVED","Alcohol-attributable fractions (15+), road traffic crash deaths (%)"
"SA_0000001743","Alcohol-attributable fractions, all-cause deaths (%)"
"SA_0000001743_ARCHIVED","Alcohol-attributable fractions, all-cause deaths (%)"
"SA_0000001744","Alcohol, regional prevalence of alcohol dependence (%)"
"SA_0000001744_ARCHIVED","Alcohol, regional prevalence of alcohol dependence (%)"
"SA_0000001745","Alcohol, regional prevalence of alcohol use disorders (%)"
"SA_0000001745_ARCHIVED","Alcohol, regional prevalence of alcohol use disorders (%)"
"SA_0000001746","Alcohol, total  (recorded + unrecorded) per capita (15+) consumption with 95%CI, projections to 2025"
"SA_0000001746_ARCHIVED","Alcohol, total  (recorded + unrecorded) per capita (15+) consumption with 95%CI, projections to 2025"
"SA_0000001747_ARCHIVED","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), three-year average with 95%CI"
"SA_0000001748","Alcohol, unrecorded per capita (15+) consumption (in litres of pure alcohol) with 95%CI"
"SA_0000001748_ARCHIVED","Alcohol, unrecorded per capita (15+) consumption (in litres of pure alcohol) with 95%CI"
"SA_0000001749","Alcohol, total (recorded 3 year average + unrecorded) per capita (15+) consumption (in litres of pure alcohol) with 95%CI"
"SA_0000001749_ARCHIVED","Alcohol, total (recorded 3 year average + unrecorded) per capita (15+) consumption (in litres of pure alcohol) with 95%CI"
"SA_0000001751","Alcohol, average daily intake in grams among drinkers with 95%CI"
"SA_0000001751_ARCHIVED","Alcohol, average daily intake in grams among drinkers with 95%CI"
"SA_0000001752","Alcohol, total (recorded + unrecorded) per capita (15+) consumption, projected estimates for 2016"
"SA_0000001752_ARCHIVED","Alcohol, total (recorded + unrecorded) per capita (15+) consumption, projected estimates for 2016"
"SA_0000001753_ARCHIVED","Alcohol use disorders (15+), 12 month prevalence (%), age standardized, with 95%CI"
"SA_0000001754","Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI"
"SA_0000001754_ARCHIVED","Alcohol, harmful use (15+), 12 month prevalence (%) with 95%CI"
"SA_0000001755","15-19 years old heavy episodic drinkers (population), % with 95%CI"
"SA_0000001755_ARCHIVED","15-19 years old heavy episodic drinkers (population), % with 95%CI"
"SA_0000001756","15-19 years old heavy episodic drinkers (drinkers only), %"
"SA_0000001757","15-19 years old abstainers, lifetime (%)"
"SA_0000001757_ARCHIVED","15-19 years old abstainers, lifetime (%)"
"SA_0000001758","15-19 years old former drinkers (%)"
"SA_0000001758_ARCHIVED","15-19 years old former drinkers (%)"
"SA_0000001759","15-19 years old, current drinkers (%)"
"SA_0000001759_ARCHIVED","15-19 years old, current drinkers (%)"
"SA_0000001760","15-19 years old total alcohol consumption in litres of pure alcohol"
"SA_0000001760_ARCHIVED","15-19 years old total alcohol consumption in litres of pure alcohol"
"SA_0000001761","National guidelines for the prevention and reduction of alcohol-related harm in schools"
"SA_0000001762","National guidelines for alcohol problem prevention and counselling at workplaces"
"SA_0000001762_ARCHIVED","National guidelines for alcohol problem prevention and counselling at workplaces"
"SA_0000001763","Workplace representatives nationally involved to prevent and address alcohol-related harm"
"SA_0000001763_ARCHIVED","Workplace representatives nationally involved to prevent and address alcohol-related harm"
"SA_0000001764","Server training"
"SA_0000001764_ARCHIVED","Server training"
"SA_0000001765","Legal obligation for schools to include alcohol use prevention"
"SA_0000001765_ARCHIVED","Legal obligation for schools to include alcohol use prevention"
"SA_0000001766","Legal obligation for schools to interact with parents regarding education and well-being"
"SA_0000001766_ARCHIVED","Legal obligation for schools to interact with parents regarding education and well-being"
"SA_0000001767","Legislation on alcohol testing at workplaces"
"SA_0000001767_ARCHIVED","Legislation on alcohol testing at workplaces"
"SA_0000001768","Standard drink defined"
"SA_0000001768_ARCHIVED","Standard drink defined"
"SA_0000001769","National systems for monitoring alcohol consumption and harms"
"SA_0000001769_ARCHIVED","National systems for monitoring alcohol consumption and harms"
"SA_0000001770","Regular reports from national monitoring systems"
"SA_0000001770_ARCHIVED","Regular reports from national monitoring systems"
"SA_0000001771","Comprehensive and regular reporting of alcohol situation"
"SA_0000001771_ARCHIVED","Comprehensive and regular reporting of alcohol situation"
"SA_0000001772","Clinical guidelines for brief interventions"
"SA_0000001772_ARCHIVED","Clinical guidelines for brief interventions"
"SA_0000001773","National surveys on adult alcohol consumption"
"SA_0000001773_ARCHIVED","National surveys on adult alcohol consumption"
"SA_0000001774","National surveys on youth alcohol consumption"
"SA_0000001774_ARCHIVED","National surveys on youth alcohol consumption"
"SA_0000001775","National surveys on heavy espisodic drinking"
"SA_0000001775_ARCHIVED","National surveys on heavy espisodic drinking"
"SA_0000001776","Data collection on Foetal Alcohol Syndome"
"SA_0000001776_ARCHIVED","Data collection on Foetal Alcohol Syndome"
"SA_0000001777","Data collected on harm from alcohol at workplace"
"SA_0000001777_ARCHIVED","Data collected on harm from alcohol at workplace"
"SA_0000001779","Level of enforcement of BAC limits"
"SA_0000001781","15-years old any alcoholic beverage consumed in past 12 months, (%)"
"SA_0000001781_ARCHIVED","15-years old any alcoholic beverage consumed in past 12 months, (%)"
"SA_0000001782","15-years old first drink at 13 years or younger, (%)"
"SA_0000001782_ARCHIVED","15-years old first drink at 13 years or younger, (%)"
"SA_0000001783","15-years old any alcoholic beverage consumed in past 30 days, (%)"
"SA_0000001783_ARCHIVED","15-years old any alcoholic beverage consumed in past 30 days, (%)"
"SA_0000001784","15-years old, any alcoholic beverage consumed at least once a week, (%)"
"SA_0000001784_ARCHIVED","15-years old, any alcoholic beverage consumed at least once a week, (%)"
"SA_0000001786","13-15-years old any alcoholic beverage consumed in past 30 days, (%)"
"SA_0000001786_ARCHIVED","13-15-years old any alcoholic beverage consumed in past 30 days, (%)"
"SA_0000001787","13-15-years old first drink before age 14, (%)"
"SA_0000001787_ARCHIVED","13-15-years old first drink before age 14, (%)"
"SA_0000001788","Alcohol-related road traffic crashes with fatalities, per 100,000  population"
"SA_0000001788_ARCHIVED","Alcohol-related road traffic crashes with fatalities, per 100,000  population"
"SA_0000001789","Alcohol-related crimes (% of all crimes)"
"SA_0000001789_ARCHIVED","Alcohol-related crimes (% of all crimes)"
"SA_0000001790","National drinking guidelines"
"SA_0000001791","Graduated licensing"
"SA_0000001792","National legislation to prevent illegal alcohol sales"
"SA_0000001793","Penalties for drink driving, repeated offense"
"SA_0000001794","Licensing required for exports of alcoholic beverages"
"SA_0000001795","Licensing required for imports of alcoholic beverages"
"SA_0000001796","Licensing required for wholesale/distribution of alcoholic beverages"
"SA_0000001797","Licenses issued for production, change since 2010"
"SA_0000001798","Licenses issued for retail sale, change since 2010"
"SA_0000001799","Licenses issued for wholesale/distribution, change since 2010"
"SA_0000001800","Monopoly on exports of alcoholic beverages"
"SA_0000001801","Monopoly on imports of alcoholic beverages"
"SA_0000001802","Monopoly on wholesale /distribution of alcoholic beverages"
"SA_0000001803","Health warning labels on pregnancy"
"SA_0000001804","Health warning labels on under-age drinking"
"SA_0000001805","Health warning labels on drink-driving"
"SA_0000001806","Legal requirement for size of health warning labels"
"SA_0000001807","Cancer, age-standardized death rates (15+), per 100,000 population"
"SA_0000001808","Alcohol-attributable fractions (15+), cancer deaths"
"SA_0000001809","National system of epidemiological data collection for alcohol use"
"SA_0000001810","National system of data collection based on health service delivery"
"SA_0000001811","Report with epidemiological data on lcohol use and AUDs"
"SA_0000001812","Report with data from health services on alcohol use and AUDs"
"SA_0000001813","National organization for monitoring alcohol"
"SA_0000001814","Taxation of ethanol production"
"SA_0000001815","Ethanol tax deducted from excise tax"
"SA_0000001816","Tax incentives for production low/no alcohol content beer"
"SA_0000001817","Tax incentives for production of other alcoholic beverages"
"SA_0000001818","Alcohol, total  (recorded + unrecorded) per capita (15+) consumption with 95%CI, projections to 2020 and 2025"
"SA_0000001819","Heavy episodic drinking (youth 15 -19 years) past 30 days (%)"
"SA_0000001820","Heavy episodic drinking (youth 15 -19 years), drinkers only, past 30 days (%)"
"SA_0000001821","Alcohol, unrecorded per capita (15+) consumption (in litres of pure alcohol) with 95%CI"
"SA_0000001821_ARCHIVED","Alcohol, unrecorded per capita (15+) consumption (in litres of pure alcohol) with 95%CI"
"SA_0000001822","Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI"
"SA_0000001822_ARCHIVED","Alcohol, total per capita (15+) consumption (in litres of pure alcohol) with 95%CI"
"SA_0000001823","Alcohol, tourist consumption (in litres of pure alcohol)"
"SA_0000001823_ARCHIVED","Alcohol, tourist consumption (in litres of pure alcohol)"
"SA_0000001824","Alcohol, regional alcohol per capita (15+) consumption (in litres of pure alcohol)"
"SA_0000001825","Regional prevalence, AAFs (15+), liver cirrhosis deaths (%)"
"SA_0000001826","Regional prevalence, AAFs (15+), road traffic crash deaths (%)"
"SA_0000001827","Regional prevalence, AAFs (15+), cancer"
"SA_0000001828","Regional prevalence, AAFs ,all-cause deaths (%)"
"SA_0000001829","Average price 500 mls Beer in US$"
"SA_0000001830","Average price 750 mls Wine in US$"
"SA_0000001831","Average price 500 mls Spirits in US$"
"sba","Births attended by skilled health personnel (in the two or three years preceding the survey) (%)"
"sba5","Births attended by skilled health personnel (in the five years preceding the survey) (%)"
"SDG_SH_DTH_RNCOM","Number of deaths attributed to non-communicable diseases, by type of disease and sex"
"SDGAIRBOD","Ambient and household air pollution attributable death rate (per 100 000 population)"
"SDGAIRBODA","Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)"
"SDGCODCOMPLETENESS","Completeness of cause-of-death data (%)"
"SDGCONFLICT","Estimated direct deaths from major conflicts (per 100 000 population)"
"SDGDISASTER","Average death rate due to natural disasters (per 100 000 population)"
"SDGHEPHBSAGPRV","Hepatitis B surface antigen (HBsAg) prevalence among children under 5 years (%)"
"SDGHIV","New HIV infections (per 1000 uninfected population)"
"SDGIHR","Average of 13 International Health Regulations core capacity scores"
"SDGNTDTREATMENT","Reported number of people requiring interventions against NTDs"
"SDGODA","Total net official development assistance to medical research and basic health sectors per capita (constant 2014 US$), by recipient"
"SDGODA01","Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country"
"SDGPM25","Concentrations of fine particulate matter (PM2.5)"
"SDGPOISON","Mortality rate attributed to unintentional poisoning (per 100 000 population)"
"SDGSHP","Skilled health professionals density (per 10 000 population)"
"SDGSUICIDE","Crude suicide rates (per 100 000 population)"
"SDGWSHBOD","Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2)"
"SE_DEV_ONTRK","Children aged 36-59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development and learning (%)"
"SE_G23_MATH","Proportion of children in grades 2/3 achieving at least a minimum proficiency level in mathematics (%)"
"SE_G23_RDG","Proportion of children in grades 2/3 achieving at least a minimum proficiency level in reading (%)"
